000000	4	712.4	143	810.73	307.92
					
000001	3	599.41	156.4	629.75	189.25
000001	1	387.63	181.54	423.81	203.12
000001	6	676.6	163.95	688.98	193.93
					
000002	8	804.79	167.34	995.43	327.94
000002	1	657.39	190.13	700.07	223.39
					
000003	1	614.24	181.78	727.31	284.77
					
000004	1	280.38	185.1	344.9	215.59
000004	1	365.14	184.54	406.11	205.2
					
000005	4	330.06	178.74	360.77	238.64
					
000006	1	548	171.33	572.4	194.42
000006	1	505.25	168.37	575.44	209.18
000006	1	49.7	185.65	227.42	246.96
000006	1	328.67	170.65	397.24	204.16
					
000007	1	564.62	174.59	616.43	224.74
000007	1	481.59	180.09	512.55	202.42
000007	1	542.05	175.55	565.27	193.79
000007	6	330.6	176.09	355.61	213.6
					
000008	1	0	192.37	402.31	374
000008	1	334.85	178.94	624.5	372.04
000008	1	937.29	197.39	1241	374
000008	1	597.59	176.18	720.9	261.14
000008	1	741.18	168.83	792.25	208.43
000008	1	884.52	178.31	956.41	240.18
					
000009	1	601.96	177.01	659.15	229.51
000009	1	600.14	177.09	624.65	193.31
000009	1	574.98	178.64	598.45	194.01
					
000010	1	1013.39	182.46	1241	374
000010	1	354.43	185.52	549.52	294.49
000010	4	859.54	159.8	879.68	221.4
000010	1	819.63	178.12	926.85	251.56
000010	1	800.54	178.06	878.75	230.56
000010	1	558.55	179.04	635.05	230.61
000010	1	598.3	178.68	652.25	218.17
000010	1	784.59	178.04	839.98	220.1
000010	1	663.74	175.36	707.21	204.15
					
000011	4	883.68	144.15	937.35	259.01
000011	4	873.7	152.1	933.44	256.07
000011	1	444.29	171.04	504.95	225.82
000011	4	649.28	168.1	664.61	206.4
000011	1	0	217.12	85.92	374
000011	4	240.35	190.31	268.02	261.61
					
000012	1	662.2	185.85	690.21	205.03
000012	2	448.07	177.14	481.6	206.41
					
000013	1	455.7	183.86	533.81	241.91
					
000014	1	626.59	176.07	654.95	194.24
					
000015	1	0	194.7	414.71	373
000015	4	1021.76	133.28	1101.39	316.63
000015	4	672.23	171.73	690.13	224.33
000015	4	692.68	169.14	712.48	224.03
000015	4	537.84	168.08	560.9	224.34
					
000016	1	661.23	174.85	694.38	197.63
000016	3	125.12	91.71	474.04	253.26
000016	1	684.49	172.19	733.85	205.26
000016	1	0	193.56	386.2	374
000016	1	494.45	181.84	527.48	205.27
000016	7	587.32	158.63	648.66	188.51
					
000017	1	728.25	173.97	791.57	200.2
					
000018	1	523.41	194.53	550.65	219.39
000018	2	572.15	185.81	606.45	219.24
000018	7	387.26	166.06	473.51	213.36
					
000019	3	0	0	424.74	374
000019	1	742.41	184.49	944.56	321.39
000019	2	639.17	169.69	683.48	212.97
000019	1	551.01	184.06	575.42	204.29
					
000020	1	685.05	181.43	804.68	258.21
					
000021	6	1056.16	190.5	1241	374
000021	1	359.43	179.3	516.3	270.97
000021	1	444.13	163.92	559.2	247.04
000021	2	870.59	115.22	1101.06	213.85
000021	1	724.49	171.09	790.5	215.13
000021	1	534.25	166.2	596.08	216.76
000021	1	709.81	162.43	765.7	205.68
000021	1	562.02	166.42	605.57	206.89
					
000022	1	128.66	199.48	218.9	237.2
000022	1	60.72	198.17	159.92	238.35
					
000023	3	599.21	156.67	629.63	189.6
000023	1	372.95	182.64	412.21	205.68
000023	6	677.94	164.64	690.85	195.36
					
000024	1	517.23	162.98	564.36	196.64
000024	1	443.6	168.03	480.35	195.69
000024	1	427.54	165.14	455.37	185.51
					
000025	1	896.11	218.17	1241	374
000025	1	351.84	183.19	537.77	308.64
000025	1	562.48	173.46	618.49	217.36
000025	1	724.21	178.91	805.39	249.94
000025	6	650.19	175.43	659.99	205.2
000025	1	720.81	187.01	779.98	236.22
					
000026	3	633.9	155.08	704.57	211.64
000026	1	555.45	174.38	576.17	191.19
					
000027	2	16.35	117.65	314.78	314.78
000027	1	590.88	181.6	607.07	194.48
					
000028	4	147.29	156.22	205.29	309.43
					
000029	8	490.15	174.98	542.09	227.7
000029	1	652.31	174.94	690.16	204.97
					
000030	1	559.66	178.84	588.85	204.88
					
000031	1	334.28	180.65	490.02	297.48
000031	1	785.85	179.67	1028.82	340.75
000031	1	711.98	179.65	848.82	277.62
000031	3	445.91	131.69	539.77	228.36
000031	1	660.82	178.72	713.09	222.03
000031	2	620.95	171.59	649.36	200.46
					
000032	1	178.19	189.36	435.56	344.73
000032	1	776.17	182.37	1014.36	335.44
000032	2	340.65	150.97	489.14	274.11
000032	1	711.6	180.21	863.08	273.6
000032	1	709.49	176.89	777.81	234.26
000032	2	119.13	141.28	368.15	230.69
000032	1	725.15	164.18	806.31	219.41
000032	2	611.72	163.22	643.8	197.13
000032	2	780.93	147.56	917.34	199.48
000032	1	494.77	173.81	531.54	199.22
					
000033	1	582.63	175.1	601.14	189.77
000033	1	0	189.66	234.52	322.3
					
000034	1	46.17	196.15	328.4	286.09
000034	1	466.96	184.85	522.12	207.02
					
000035	1	587.01	173.33	614.12	200.12
000035	1	425.44	176.21	529.23	259.84
000035	1	234.86	185.44	320.32	231.58
000035	6	665.45	160	717.93	217.99
000035	4	423.17	173.67	433.17	224.03
					
000036	1	553.16	178.73	693.67	311.88
000036	1	341.05	194.66	390.28	218.73
000036	1	286.23	196.48	337.13	220.85
000036	1	412.76	190.23	455.28	212.54
000036	1	960.19	183.87	1104.42	229.69
000036	1	1154.43	178.14	1241	222.29
000036	1	1123.12	213.78	1241	374
					
000037	1	555.85	173.64	628.69	240.05
000037	3	27.11	0	512.28	375
000037	1	473.07	183.18	535.73	226.04
					
000038	1	592.08	176.5	637.55	219.52
000038	1	895.35	158.55	1241	374
000038	1	817.68	176.9	1038.04	302.31
000038	1	749.97	177.62	940.82	262.93
000038	1	489.07	180.53	521.27	201.03
000038	1	302.47	188.9	409.18	250.55
000038	1	682.53	173.56	796.81	220.86
000038	1	659.69	174.94	745.56	209.34
000038	2	640.44	167.63	707.44	198.61
000038	1	434.34	175.49	472.4	199.91
000038	1	456.14	177	487.16	197.96
000038	1	412.71	177.61	437.08	195.86
					
000039	1	114.51	193.47	466.61	374
000039	1	683.15	184.41	776.5	256.99
000039	1	533.53	177.81	574.19	212.8
000039	1	653.23	180.26	702.93	220.26
000039	1	561.27	178.49	585.9	201.02
000039	1	639.85	175.24	667.59	200.41
					
000040	1	474.58	179.03	516.72	210.71
000040	4	691.54	168.88	700.87	198.51
					
000041	1	439.52	178.17	508.93	205.17
					
000042	1	576.34	174.48	604.86	202.67
000042	7	390.32	163.01	450.87	196.74
					
000043	4	471.56	174.73	502.47	266.4
000043	4	441.08	170.15	473.22	268.12
000043	4	684.72	161.94	711.08	230.1
000043	4	719.54	160	745.42	229.67
					
000044	1	0	203.44	365.5	374
000044	1	378.01	183.98	507.17	276.44
					
000045	1	75.43	192.52	273.65	277.52
000045	7	694.04	152.62	734.19	188.24
000045	1	269.01	176.97	375.72	242.36
000045	1	346.6	186.7	419.98	229.04
000045	1	387.31	178.52	455.56	221.43
000045	1	455.95	181.43	500.99	209.72
000045	1	480.03	181.4	517.92	205.67
					
000046	1	578.47	176.02	625.98	221.24
000046	1	597.59	168.75	634.85	207.61
000046	1	769.21	151.69	1087.61	374
000046	1	706.06	174.92	807.35	254.28
000046	1	660.18	171.93	703.11	210.02
000046	1	646.4	174.21	684.26	204.82
					
000047	1	572.31	171.6	624.11	218.82
000047	1	0	190.67	171.41	313.27
000047	1	214.99	165.2	423.55	292.98
000047	1	296.94	182.19	393.12	231.61
000047	1	428.19	180.81	498.01	226.24
000047	2	481.87	153.05	537.09	207.74
000047	1	522.27	176.55	552.71	202.38
000047	1	0	185.88	180.39	253.13
000047	1	193.59	181.29	294.71	229.39
					
000048	4	659.64	160.9	687.89	236.97
000048	4	680.59	157.38	711.83	236.18
000048	4	453.2	159.81	482.53	241.31
000048	6	600.22	162.56	622.05	206.65
					
000049	1	595.5	177.15	657.31	227.34
000049	1	305.23	179.59	494.97	263.68
000049	1	410.09	176.18	514.77	228.78
000049	1	435.96	173.6	537.84	218.33
000049	1	473.64	171.53	556.16	203.86
000049	2	515.19	156.84	585.71	193.55
000049	4	984.43	188.05	1128.77	374
000049	1	823.97	189.33	1083.14	327.79
000049	1	753.34	185.35	885.42	263.59
000049	1	719.83	169.31	816.44	238.11
000049	4	693.57	173.32	709.9	209.83
000049	1	776.77	170.97	882.28	211.7
000049	1	0	178.64	252.92	280.6
000049	1	194.14	174.89	341.99	241.74
000049	1	603.49	171.71	639.3	204.36
000049	1	287.85	175.62	379.41	228.84
000049	2	881.73	155.07	1040.99	215.24
000049	1	0	170.48	111.64	240.66
					
000050	1	683.34	170.98	803.44	257.43
000050	1	262.97	182.23	469.76	318
000050	1	910.25	159.81	1241	374
000050	1	641.55	172.79	681.44	206.29
000050	2	683.63	153.82	724.01	183.67
					
000051	6	919.02	155.73	967.93	230.96
000051	1	713.9	174.69	744.43	204.49
					
000052	1	710.82	180.57	802.89	243.25
000052	1	624.74	177.5	695.15	239.15
000052	1	309.83	179.79	406.67	219.91
000052	1	40.56	187.32	73.97	212.48
000052	2	383.87	166.42	639.19	310.56
000052	1	245.86	199.03	378.43	265.35
					
000053	2	865.23	0	1241	374
000053	1	173.62	180.91	429.48	359.85
000053	1	707.54	185.88	834.49	271.76
000053	1	444.83	180.67	519.74	231.01
000053	1	499.17	171.42	546.19	212.24
000053	1	653.39	176.6	706.53	216.76
000053	1	526.94	173.21	563.54	203.04
					
000054	4	768.22	141.35	840.18	316.18
					
000055	3	569.25	125.75	642.77	214.8
000055	1	31.61	193.32	129.71	230.77
000055	1	104.42	188.01	188.34	220.56
000055	1	183.23	187.33	245.86	217.54
000055	1	227.36	189.17	281.98	211.96
					
000056	1	540.1	181.59	571.5	205.22
					
000057	1	0	224.48	199.8	374
000057	1	514.51	193.66	563.52	231.99
000057	1	572.56	176.77	591.32	196.26
					
000058	4	410.27	163.81	498.68	327.03
					
000059	1	558.06	180.83	599.17	213.45
000059	1	509.12	180.43	543.44	205.58
000059	1	969.34	195.19	1100.37	246.63
000059	1	1129.34	194.18	1241	249.48
000059	2	567.14	164.1	590.87	195.65
					
000060	2	519.66	162.08	545.51	194.8
000060	1	550.84	173.54	614.08	236.57
000060	1	305.57	177.91	341.6	196.33
000060	6	789.79	178.79	805.04	211.66
					
000061	2	1054.28	105.67	1241	249.94
000061	1	0	212.28	41.28	328.12
000061	1	69.7	217.73	112.22	254.15
000061	1	0	218.4	93.89	297.9
000061	8	879.45	149.53	932.13	173.41
000061	2	884.04	123.51	923.63	169.76
					
000062	1	409.55	177.73	520.82	250.74
000062	1	502.22	185.85	574.38	229.91
000062	1	602.85	184.1	638.97	209.35
000062	1	677.29	181.51	704.82	198
000062	6	692.58	175.37	717.5	229.83
					
000063	1	875.15	185.26	975.98	253.98
000063	1	287.03	172.92	514.8	285.76
000063	4	411.42	172.4	454.91	296.52
000063	2	842.29	169.2	890.46	215.29
					
000064	1	657.65	179.93	709.86	219.92
000064	1	731.51	180.39	882.28	275.8
000064	1	715.18	175.63	762.77	203.9
000064	3	816.58	59.74	1112.51	266.07
					
000065	4	602.33	172.98	626.06	220.54
000065	7	301.17	131.62	451.59	213.2
000065	7	444.01	132.15	516.75	207.36
000065	7	505.05	128.5	738.57	201.9
000065	5	982.81	215.76	1140.08	373
000065	5	920.27	205.21	1000.88	352.07
000065	5	763.61	198.98	823.39	287.61
000065	5	800.11	197.33	863.04	285.9
000065	5	738.19	201.8	796.13	277.35
					
000066	1	671.48	168.74	710.12	206.53
000066	1	591.73	172.89	633.98	199.59
					
000067	1	671.83	174.3	702.61	195.46
000067	3	0	73.11	444.03	270.73
000067	1	704.82	171.69	744.06	200.12
000067	1	427.15	179.96	600.34	281.01
000067	1	76.38	181.99	384.72	306.19
000067	1	478.81	182.19	515.67	207.52
000067	7	591.57	158.36	651.13	188.67
					
000068	1	69.26	200.28	435.08	374
000068	1	0	209.2	198.59	374
000068	6	1210.28	199.77	1241	374
000068	1	478.18	187.68	549.54	249.43
000068	1	530.03	187.79	573.1	226.09
